video_id,title,channel,views,duration,upload_date,description,thumbnail,url
Xw2hsAQY1hU,कालिया नाग मर्दन लीला | Mahabharat Stories | B. R. Chopra | EP – 14,Pen  Bhakti,17168332,2803,20191011,"कालिया नाग मर्दन लीला | Mahabharat Stories | B. R. Chopra | EP – 14

Mahabharat is an Indian television series based on the Hindu epic.  

#kaaliyanag #mahabharat #stories #penbhakti

Watch only on PEN Bhakti Channel and Don't forget to share & subscribe. 

Produced & Directed By – B.R. Chopra 
Music Composer – Raj Kamal 
Script – Rahi Masoom Raza 
Presented By - PEN Studios 👉 Log On To Our Official Website : https://penstudios.in/",https://i.ytimg.com/vi/Xw2hsAQY1hU/maxresdefault.jpg,https://www.youtube.com/watch?v=Xw2hsAQY1hU
fnf9CMC2948,"166. Bhagavad Gita | Chapter 14, Verses 11-15 | Swami Sarvapriyananda",Vedanta Society of New York,7991,3558,20260110,"Swami Sarvapriyananda teaches verses 11-15 from the fourteenth chapter of the Bhagavad Gita. This series of talks unfolds the highest truths of Vedanta through the study of ""The Song of God"".

Chapter 14 is devoted to an understanding of the Gunatreya Vibhaga Yoga, or the three qualities/components of Maya. The entire universe is created by a projection of the three gunas - satva, rajas, and tamas. Understanding the science of the three gunas and how we can apply it to our lives is the focus of Chapter 14.

In this episode, Swami Sarvapriyananda teaches chapter 14, verses 11-15, of the Bhagavad Gita. These verses describe what happens when one guna predominates over another. Swami Sarvapriyananda explains how we can observe this in ourselves but notes that the gunas are part of the material world and, as such, are constantly changing within us, whereas Consciousness, which is what we really are, is pure and constant.

_________

Bhagavad Gita | Chapter 14, Verse 11

सर्वद्वारेषु देहेऽस्मिन्प्रकाश उपजायते |
ज्ञानं यदा तदा विद्याद्विवृद्धं सत्त्वमित्युत || 11||
sarva-dvāreṣhu dehe ’smin prakāśha upajāyate
jñānaṁ yadā tadā vidyād vivṛiddhaṁ sattvam ity uta

⧫ When, through all the sense openings in this body, the light of knowledge radiates, then indeed one should know that satva predominates.

Bhagavad Gita | Chapter 14, Verse 12

लोभ: प्रवृत्तिरारम्भ: कर्मणामशम: स्पृहा |
रजस्येतानि जायन्ते विवृद्धे भरतर्षभ || 12||
lobhaḥ pravṛittir ārambhaḥ karmaṇām aśhamaḥ spṛihā
rajasy etāni jāyante vivṛiddhe bharatarṣhabha

⧫ Greed, activity, undertaking of works, restlessness, desire - these prevail, oh best of the Bharatas, when rajas predominates.

Bhagavad Gita | Chapter 14, Verse 13

अप्रकाशोऽप्रवृत्तिश्च प्रमादो मोह एव च |
तमस्येतानि जायन्ते विवृद्धे कुरुनन्दन || 13||
aprakāśho ’pravṛittiśh cha pramādo moha eva cha
tamasy etāni jāyante vivṛiddhe kuru-nandana

⧫ Darkness, inactivity, inadvertence, as also delusion, these prevail, oh descendant of Kurus, when tamas predominates.

Bhagavad Gita | Chapter 14, Verse 14

यदा सत्त्वे प्रवृद्धे तु प्रलयं याति देहभृत् |
तदोत्तमविदां लोकानमलान्प्रतिपद्यते || 14||
yadā sattve pravṛiddhe tu pralayaṁ yāti deha-bhṛit
tadottama-vidāṁ lokān amalān pratipadyate

⧫ If the embodied self meets with death when satva is predominant, then it attains the pure spheres of the worshippers of the highest dietes.

Bhagavad Gita | Chapter 14, Verse 15

रजसि प्रलयं गत्वा कर्मसङ्गिषु जायते |
तथा प्रलीनस्तमसि मूढयोनिषु जायते || 15||
rajasi pralayaṁ gatvā karma-saṅgiṣhu jāyate
tathā pralīnas tamasi mūḍha-yoniṣhu jāyate

⧫ If it [sentient beings] meets with death when rajas is predominant, then it is born among those who are attached to work; likewise, when it meets with death when tamas is predominant, then it is born in the wombs of irrational species.

🙏 *Please Support the Vedanta Society of New York*
http://www.vedantany.org/donate

🌐 *Please Visit Us*
* Website: https://vedantany.org
* Apple & Spotify Podcasts: https://www.vedantany.org/media-channels
* YouTube (Main Channel): https://www.youtube.com/@VedantaNY
* YouTube (Archives): https://www.youtube.com/@VedantaNYArchives
* Facebook: https://www.facebook.com/VedantaNY
* X / Twitter: https://twitter.com/VedantaNY

📙 *Books by Swami Sarvapriyananda*
* https://www.vedantany.org/swamis-books

*Lecture Series by Swami Sarvapriyananda*
📓 Introductory Lectures: https://www.vedantany.org/introductory-lectures 
📚 Vedanta Scriptures: https://www.vedantany.org/by-scriptures
🧩 Lectures by Topics: https://www.vedantany.org/by-topic
💬 AskSwami Q&A: https://www.vedantany.org/ask-swami-qa

🪔 *About Vedanta*
Vedanta is among the world’s oldest spiritual philosophies and one of its most inclusive. Rooted in the Vedas, India’s sacred scriptures, Vedanta upholds the unity of all existence, the divinity of the soul, and harmony among religions.

🏛️ *About This Channel*
This is the official channel of the Vedanta Society of New York, a spiritual institution affiliated with the Ramakrishna Order of India and holds the distinction of being its first established Center, founded by Swami Vivekananda in 1894. Swami Sarvapriyananda currently serves as the Resident Minister and Spiritual Leader of the Vedanta Society of New York.

📜 *Content Use Policy*
https://www.vedantany.org/content-policy",https://i.ytimg.com/vi/fnf9CMC2948/maxresdefault.jpg,https://www.youtube.com/watch?v=fnf9CMC2948
li6jwUCoP9s,66. Bhagavad Gita I Chapter 5 Verses 16-17 I Swami Sarvapriyananda,Vedanta Society of New York - Archives,33446,5146,20210323,"Swami Sarvapriyananda teaches Verses 16-17 from the Fifth chapter of the Bhagavad Gita. This series of talks unfolds the highest truths of Vedanta through the study of ""The song of God"".

🔆Bhagavad Gita: Chapter 5, Verse 16:
ज्ञानेन तु तदज्ञानं येषां नाशितमात्मन: |
तेषामादित्यवज्ज्ञानं प्रकाशयति तत्परम् || 16||
jñānena tu tad ajñānaṁ yeṣhāṁ nāśhitam ātmanaḥ
teṣhām āditya-vaj jñānaṁ prakāśhayati tat param
🔴For them whose ignorance has been destroyed by knowledge, that very knowledge, like the sun, illumines the Supreme Reality.

🔆Bhagavad Gita: Chapter 5, Verse 17:
तद्बुद्धयस्तदात्मानस्तन्निष्ठास्तत्परायणा: |
गच्छन्त्यपुनरावृत्तिं ज्ञाननिर्धूतकल्मषा: || 17||
tad-buddhayas tad-ātmānas tan-niṣhṭhās tat-parāyaṇāḥ
gachchhantyapunar-āvṛittiṁ jñāna-nirdhūta-kalmaṣhāḥ
🔴With the intellect set on It as the Self, perceiving It as the Self, devoted to It, It being the supreme abode, the sages, their sins routed by knowledge, proceed to that status whence there is no return.

► To support the Vedanta Society of New York: http://bit.ly/SupportVedantaNY

Vedanta NY Media details:
Primary Youtube Channel: https://www.youtube.com/vedantany
Web: http://vedantany.org
Soundcloud: http://Soundcloud.com/VedantaNY
iTunes Podcast: http://bit.ly/vedanta-talks-itunes
Google Play: http://bit.ly/vedanta-talks-google-play
Facebook: https://www.facebook.com/VedantaNY
Instagram: @Vedanta_NY, https://www.instagram.com/vedanta_ny/ 

ABOUT VEDANTA
Vedanta is one of the world’s most ancient religious philosophies and one of its broadest. Based on the Vedas, the sacred scriptures of India, Vedanta affirms the oneness of existence, the divinity of the soul, and the harmony of religions.

ABOUT US
Vedanta Society of New York is affiliated with the Ramakrishna Order of India. In fact, this is the Order's first Center started by Swami Vivekananda, in 1894. It was a historic event, for the seed of the world-wide Ramakrishna Movement was sown here in New York over a century ago. Swami Sarvapriyananda is the present Resident Minister and Spiritual Leader of the Vedanta Society of New York.",https://i.ytimg.com/vi/li6jwUCoP9s/maxresdefault.jpg,https://www.youtube.com/watch?v=li6jwUCoP9s
j-D0hijQguY,अनुशाल्य का कपट : श्यामकर्ण और पद्मावती का अपहरण | Mahabharat Stories | B. R. Chopra | EP – 114,Pen  Bhakti,15482979,2308,20200617,"अनुशाल्य का कपट : श्यामकर्ण और पद्मावती का अपहरण | Mahabharat Stories | B. R. Chopra | EP – 114

Mahabharat is an Indian television series based on the Hindu epic.

#mahabharat #brchopra #stories #penbhakti

Watch only on PEN Bhakti Channel and Don't forget to share & subscribe.

Produced & Directed By – B.R. Chopra
Music Composer – Raj Kamal
Script – Rahi Masoom Raza
Presented By - PEN Studios

Please do visit, for the latest updates:- 

www.facebook.com/penbhakti
www.instagram.com/penbhakti 👉 Log On To Our Official Website : https://penstudios.in/",https://i.ytimg.com/vi/j-D0hijQguY/maxresdefault.jpg,https://www.youtube.com/watch?v=j-D0hijQguY
10HLEOd8r7s,"174. Bhagavad Gita | Chapter 15, Verses 1-4 (Contd.)  | Swami Sarvapriyananda",Vedanta Society of New York,7407,4796,20260401,"Swami Sarvapriyananda continues teaching verses 1-4  from the fifteenth chapter, entitled Purushottama Yoga, the Yoga of the Supreme Being, of the Bhagavad Gita. This series of talks by Swami Sarvapriyananda on the Bhagavad Gita, 'the Song of God,'  unfolds the highest truths of Vedanta.
____________

Chapter 15, Verse 1

श्रीभगवानुवाच |
ऊर्ध्वमूलमध:शाखमश्वत्थं प्राहुरव्ययम् |
छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित् || 1||
śhrī-bhagavān uvācha
ūrdhva-mūlam adhaḥ-śhākham aśhvatthaṁ prāhur avyayam
chhandānsi yasya parṇāni yas taṁ veda sa veda-vit

⧫ The Blessed Lord said, ""They speak of the immutable Ashwatham tree, with its roots above and its branches below, whose leaves are the Vedas."" He who knows it is the knower of the Vedas.

Chapter 15, Verse 2 

अधश्चोर्ध्वं प्रसृतास्तस्य शाखा
गुणप्रवृद्धा विषयप्रवाला: |
अधश्च मूलान्यनुसन्ततानि
कर्मानुबन्धीनि मनुष्यलोके || 2||
adhaśh chordhvaṁ prasṛitās tasya śhākhā
guṇa-pravṛiddhā viṣhaya-pravālāḥ
adhaśh cha mūlāny anusantatāni
karmānubandhīni manuṣhya-loke

⧫ Its branches, nurtured by the gunas spread below and above, its shoots are the sense objects, and its rootlings are stretched below, producing actions in the world of men.

Verse 3 & 4

न रूपमस्येह तथोपलभ्यते
नान्तो न चादिर्न च सम्प्रतिष्ठा |
अश्वत्थमेनं सुविरूढमूल
मसङ्गशस्त्रेण दृढेन छित्त्वा || 3||
तत: पदं तत्परिमार्गितव्यं
यस्मिन्गता न निवर्तन्ति भूय: |
तमेव चाद्यं पुरुषं प्रपद्ये
यत: प्रवृत्ति: प्रसृता पुराणी || 4||
na rūpam asyeha tathopalabhyate
nānto na chādir na cha sampratiṣhṭhā
aśhvattham enaṁ su-virūḍha-mūlam
asaṅga-śhastreṇa dṛiḍhena chhittvā
tataḥ padaṁ tat parimārgitavyaṁ
yasmin gatā na nivartanti bhūyaḥ
tam eva chādyaṁ puruṣhaṁ prapadye
yataḥ pravṛittiḥ prasṛitā purāṇī

⧫ Its form as such is not experienced here, nor its end, nor its beginning, nor its continuity. Having severed this deep-rooted Ashwatha tree with the strong weapon of non-attachment, one should next seek that goal, reaching which they do not return, saying 'I seek refuge in that primordial Purusha from whom this eternal process has sprung.'
_________________
🙏 *Please Support the Vedanta Society of New York*
http://www.vedantany.org/donate

🌐 *Please Visit Us*
* Website: https://vedantany.org
* Apple & Spotify Podcasts: https://www.vedantany.org/media-channels
* YouTube (Main Channel): https://www.youtube.com/@VedantaNY
* YouTube (Archives): https://www.youtube.com/@VedantaNYArchives
* Facebook: https://www.facebook.com/VedantaNY
* X / Twitter: https://twitter.com/VedantaNY

📙 *Books by Swami Sarvapriyananda*
* https://www.vedantany.org/swamis-books

*Lecture Series by Swami Sarvapriyananda*
📓 Introductory Lectures: https://www.vedantany.org/introductory-lectures 
📚 Vedanta Scriptures: https://www.vedantany.org/by-scriptures
🧩 Lectures by Topics: https://www.vedantany.org/by-topic
💬 AskSwami Q&A: https://www.vedantany.org/ask-swami-qa

📖 *Scriptures Taught by Swami Sarvapriyananda*
youtube.com/playlist?list=PLDqahtm2vA710Q4PA2yKn8kqS0y-SZNo7
youtube.com/playlist?list=PLDqahtm2vA72IzPW1nuJohTvoTGCJUKGR
youtube.com/playlist?list=PLDqahtm2vA73NOlD1HNiwOLmRejE2HkMx
youtube.com/playlist?list=PLDqahtm2vA728mT-GFH6F-vN2YsS1h72x
youtube.com/playlist?list=PLDqahtm2vA72j9p84IDBh66Bw4U-niMxN
youtube.com/playlist?list=PLDqahtm2vA70hSl24vJq8tNj07X0Fo65x
youtube.com/playlist?list=PLDqahtm2vA72naWj1foEqGFQiN_bRI5my
youtube.com/playlist?list=PLDqahtm2vA714ymJsH9cqxoK-sJFMtsJU
youtube.com/playlist?list=PL2imXor63HtRJbtP4mMt-Q2ke8XOkL7pX
youtube.com/playlist?list=PLDqahtm2vA70JIuPYDyWpNBIcRhb7DGCL
youtube.com/playlist?list=PLDqahtm2vA70ccqIRFR_lipqKvxrHBRRw

🪔 *About Vedanta*
Vedanta is among the world’s oldest spiritual philosophies and one of its most inclusive. Rooted in the Vedas, India’s sacred scriptures, Vedanta upholds the unity of all existence, the divinity of the soul, and harmony among religions.

🏛️ *About This Channel*
This is the official channel of the Vedanta Society of New York, a spiritual institution affiliated with the Ramakrishna Order of India and holds the distinction of being its first established Center, founded by Swami Vivekananda in 1894. Swami Sarvapriyananda currently serves as the Resident Minister and Spiritual Leader of the Vedanta Society of New York.

📜 *Content Use Policy*
https://www.vedantany.org/content-policy",https://i.ytimg.com/vi/10HLEOd8r7s/maxresdefault.jpg,https://www.youtube.com/watch?v=10HLEOd8r7s
zcbo8pRIJ9Q,१० कौरवो की मौत - महायुद्ध का आरंभ । Mahabharat Stories | B. R. Chopra | EP – 77,Pen  Bhakti,20564082,2687,20200306,"१० कौरवो की मौत - महायुद्ध का आरंभ । Mahabharat Stories | B. R. Chopra | EP – 77

The Pandava army had fared poorly during the first day of battle. Dhrishtadyumna, the commander-in-chief of the Pandavas, devises strategies to avoid a repetition of the first day. Bheeshma, Drona, Kripa and several other warriors shoot arrows at Arjun, but he preseveres and attacks Bheeshma's chariot. Duryadhan's men protect the grandise, but Arjun continues to fight. Bheeshma's arrows hit Arjun and Krishna. Arjun retaliates and injures Bheeshma. Satyaki kills Bheeshma's charioteer and Bheeshma's horses are left unbridled. The horses run wildly and take Bheeshma away from the battlefield. The Pandavas return to their camp in great cheer.

Mahabharat is an Indian television series based on the Hindu epic.

#mahabharat #brchopra #arjun #bheem #kauravas #yudh #stories #penbhakti

Watch only on PEN Bhakti Channel and Don't forget to share & subscribe.

Produced & Directed By – B.R. Chopra
Music Composer – Raj Kamal
Script – Rahi Masoom Raza
Presented By - PEN Studios

Subscribe Pen Bhakti :- https://bit.ly/3Bg535s

Please do visit, for the latest updates:- 
https://www.facebook.com/BhajanSangrah/
www.facebook.com/penbhakti
www.instagram.com/penbhakti 👉 Log On To Our Official Website : https://penstudios.in/",https://i.ytimg.com/vi/zcbo8pRIJ9Q/maxresdefault.jpg,https://www.youtube.com/watch?v=zcbo8pRIJ9Q
_rLp5OS0QfM,63. Bhagavad Gita I Chapter 5 Verses 7-10 I Swami Sarvapriyananda,Vedanta Society of New York - Archives,33191,4389,20210306,"Swami Sarvapriyananda teaches Verses 7-10 from the Fifth chapter of the Bhagavad Gita. This series of talks unfolds the highest truths of Vedanta through the study of ""The song of God"".

🔆Bhagavad Gita: Chapter 5, Verse 7:
योगयुक्तो विशुद्धात्मा विजितात्मा जितेन्द्रिय: |
सर्वभूतात्मभूतात्मा कुर्वन्नपि न लिप्यते || 7||
yoga-yukto viśhuddhātmā vijitātmā jitendriyaḥ
sarva-bhūtātma-bhūtātmā kurvann api na lipyate
🔴Established in Yoga, his mind purified, his self and senses controlled, his Self becomes the Self of all living beings, he is not tainted though he works.

🔆Bhagavad Gita: Chapter 5, Verses 8 and 9:
नैव किञ्चित्करोमीति युक्तो मन्येत तत्त्ववित् |
पश्यञ्शृण्वन्स्पृशञ्जिघ्रन्नश्नन्गच्छन्स्वपञ्श्वसन् || 8||
प्रलपन्विसृजन्गृह्ण्न्नुन्मिषन्निमिषन्नपि |
इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् || 9||
naiva kiñchit karomīti yukto manyeta tattva-vit
paśhyañ śhṛiṇvan spṛiśhañjighrann aśhnangachchhan svapañśhvasan
pralapan visṛijan gṛihṇann unmiṣhan nimiṣhann api
indriyāṇīndriyārtheṣhu vartanta iti dhārayan
🔴 Let the integrated sage who knows the truth think 'I work not at all' even when he sees, hears, touches, smells, eats, walks, sleeps, breathes, talks, evacuates, grasps, opens and closes the eyes, knowing that the senses operate vis-a-vis their objects.

🔆Bhagavad Gita: Chapter 5, Verse 10:
ब्रह्मण्याधाय कर्माणि सङ्गं त्यक्त्वा करोति य: |
लिप्यते न स पापेन पद्मपत्रमिवाम्भसा || 10||
brahmaṇyādhāya karmāṇi saṅgaṁ tyaktvā karoti yaḥ
lipyate na sa pāpena padma-patram ivāmbhasā
🔴Reposing all works in Brahman, he operates without attachment; he is not stained by sin as a lotus is not by water.

► To support the Vedanta Society of New York: http://bit.ly/SupportVedantaNY

Vedanta NY Media details:
Primary Youtube Channel: https://www.youtube.com/vedantany
Web: http://vedantany.org
Soundcloud: http://Soundcloud.com/VedantaNY
iTunes Podcast: http://bit.ly/vedanta-talks-itunes
Google Play: http://bit.ly/vedanta-talks-google-play
Facebook: https://www.facebook.com/VedantaNY
Instagram: @Vedanta_NY, https://www.instagram.com/vedanta_ny/ 

ABOUT VEDANTA
Vedanta is one of the world’s most ancient religious philosophies and one of its broadest. Based on the Vedas, the sacred scriptures of India, Vedanta affirms the oneness of existence, the divinity of the soul, and the harmony of religions.

ABOUT US
Vedanta Society of New York is affiliated with the Ramakrishna Order of India. In fact, this is the Order's first Center started by Swami Vivekananda, in 1894. It was a historic event, for the seed of the world-wide Ramakrishna Movement was sown here in New York over a century ago. Swami Sarvapriyananda is the present Resident Minister and Spiritual Leader of the Vedanta Society of New York.",https://i.ytimg.com/vi/_rLp5OS0QfM/maxresdefault.jpg,https://www.youtube.com/watch?v=_rLp5OS0QfM
q75mTlhe5uQ,6. Bhagavad Gita | Chapter 2 Verses 17-18 | Swami Sarvapriyananda,Vedanta Society of New York - Archives,165304,4824,20200531,"Swami Sarvapriyananda teaches Verses 17-18 from the second chapter of the Bhagavad Gita. This series of talks unfolds the highest truths of Vedanta through the study of ""The song of God"".
► To support the Vedanta Society of New York: http://bit.ly/SupportVedantaNY

🔆Bhagavad Gita: Chapter 2, Verse 17:
अविनाशि तु तद्विद्धि येन सर्वमिदं ततम् |
विनाशमव्ययस्यास्य न कश्चित्कर्तुमर्हति || 17||
avināśhi tu tadviddhi yena sarvam idaṁ tatam
vināśham avyayasyāsya na kaśhchit kartum arhati
🪔On the contrary, know that to be imperishable by which all this is pervaded. None can destroy that which is immutable. 

🔆Bhagavad Gita: Chapter 2, Verse 18:
अन्तवन्त इमे देहा नित्यस्योक्ता: शरीरिण: |
अनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत || 18||
antavanta ime dehā nityasyoktāḥ śharīriṇaḥ
anāśhino ’prameyasya tasmād yudhyasva bhārata
🪔These bodies that perish are said to pertain to the eternal Self that is embodied - the eternal Self, that is imperishable and indeterminable. Therefore, fight, O scion of the Bharatas!

Vedanta NY media details:
Primary Youtube Channel: https://www.youtube.com/vedantany
Web: http://vedantany.org
Soundcloud: http://Soundcloud.com/VedantaNY
iTunes Podcast: http://bit.ly/vedanta-talks-itunes
Google Play: http://bit.ly/vedanta-talks-google-play
Facebook: https://www.facebook.com/VedantaNY
Instagram: @Vedanta_NY, https://www.instagram.com/vedanta_ny/ 

ABOUT VEDANTA
Vedanta is one of the world’s most ancient religious philosophies and one of its broadest. Based on the Vedas, the sacred scriptures of India, Vedanta affirms the oneness of existence, the divinity of the soul, and the harmony of religions.

ABOUT US
Vedanta Society of New York is affiliated with the Ramakrishna Order of India. In fact, this is the Order's first Center started by Swami Vivekananda, in 1894. It was a historic event, for the seed of the world-wide Ramakrishna Movement was sown here in New York over a century ago. Swami Sarvapriyananda is the present Resident Minister and Spiritual Leader of the Vedanta Society of New York.",https://i.ytimg.com/vi/q75mTlhe5uQ/maxresdefault.jpg,https://www.youtube.com/watch?v=q75mTlhe5uQ
-8CDZYa3-ro,परशुराम ने कर्ण को अभिशाप क्यों दिया था? | Mahabharat Stories | B. R. Chopra | EP – 57,Pen  Bhakti,11489151,2622,20200120,"परशुराम ने कर्ण को अभिशाप क्यों दिया था? | Mahabharat Stories | B. R. Chopra | EP – 57

Karna has assumed the guise of a brahmin and has come a disciple of Parushram. Parshuram observes Karna's resistance to pain and realizes that he is a Kshatriya. In anger, he curses Karna. In Virat, Queen Sudeshna's brother Keechak professes his love for Draupadi.

Mahabharat is an Indian television series based on the Hindu epic.  

#mahabharat #brchopra #parshuram #karna #bestscene #stories #penbhakti

Watch only on PEN Bhakti Channel and Don't forget to share & subscribe. 

Produced & Directed By – B.R. Chopra 
Music Composer – Raj Kamal 
Script – Rahi Masoom Raza 
Presented By - PEN Studios

Subscribe Pen Bhakti :- https://bit.ly/3Bg535s

Please do visit, for the latest updates:- 
https://www.facebook.com/BhajanSangrah/
www.facebook.com/penbhakti
www.instagram.com/penbhakti 👉 Log On To Our Official Website : https://penstudios.in/",https://i.ytimg.com/vi/-8CDZYa3-ro/maxresdefault.jpg,https://www.youtube.com/watch?v=-8CDZYa3-ro
8mT6w_FR8JY,अर्जुन और नागवंशी वासुकी की मित्रता | Mahabharat Stories | B. R. Chopra | EP – 126,Pen  Bhakti,6255823,2607,20200717,"अर्जुन और नागवंशी वासुकी की मित्रता | Mahabharat Stories | B. R. Chopra | EP – 126 

Mahabharat is an Indian television series based on the Hindu epic.

#mahabharat #brchopra #stories #penbhakti

Please do visit, for the latest updates:- 

www.facebook.com/penbhakti
www.instagram.com/penbhakti 👉 Log On To Our Official Website : https://penstudios.in/",https://i.ytimg.com/vi/8mT6w_FR8JY/maxresdefault.jpg,https://www.youtube.com/watch?v=8mT6w_FR8JY
OaQjqe210Pk,"172. Bhagavad Gita | Chapter 15, Verses 1-4 (Contd.) | Swami Sarvapriyananda",Vedanta Society of New York,8536,3666,20260226,"Swami Sarvapriyananda teaches verses 1-4 from the fifteenth chapter, entitled Purushottama Yoga, the Yoga of the Supreme Being, of the Bhagavad Gita. This series of talks by Swami Sarvapriyananda on the Bhagavad Gita, 'the Song of God,'  unfolds the highest truths of Vedanta.
____________

Chapter 15, Verse 1

श्रीभगवानुवाच |
ऊर्ध्वमूलमध:शाखमश्वत्थं प्राहुरव्ययम् |
छन्दांसि यस्य पर्णानि यस्तं वेद स वेदवित् || 1||
śhrī-bhagavān uvācha
ūrdhva-mūlam adhaḥ-śhākham aśhvatthaṁ prāhur avyayam
chhandānsi yasya parṇāni yas taṁ veda sa veda-vit

⧫ The Blessed Lord said, ""They speak of the immutable Ashwatham tree, with its roots above and its branches below, whose leaves are the Vedas."" He who knows it is the knower of the Vedas.

Chapter 15, Verse 2 

अधश्चोर्ध्वं प्रसृतास्तस्य शाखा
गुणप्रवृद्धा विषयप्रवाला: |
अधश्च मूलान्यनुसन्ततानि
कर्मानुबन्धीनि मनुष्यलोके || 2||
adhaśh chordhvaṁ prasṛitās tasya śhākhā
guṇa-pravṛiddhā viṣhaya-pravālāḥ
adhaśh cha mūlāny anusantatāni
karmānubandhīni manuṣhya-loke

⧫ Its branches, nurtured by the gunas spread below and above, its shoots are the sense objects, and its rootlings are stretched below, producing actions in the world of men.

Verse 3 & 4

न रूपमस्येह तथोपलभ्यते
नान्तो न चादिर्न च सम्प्रतिष्ठा |
अश्वत्थमेनं सुविरूढमूल
मसङ्गशस्त्रेण दृढेन छित्त्वा || 3||
तत: पदं तत्परिमार्गितव्यं
यस्मिन्गता न निवर्तन्ति भूय: |
तमेव चाद्यं पुरुषं प्रपद्ये
यत: प्रवृत्ति: प्रसृता पुराणी || 4||
na rūpam asyeha tathopalabhyate
nānto na chādir na cha sampratiṣhṭhā
aśhvattham enaṁ su-virūḍha-mūlam
asaṅga-śhastreṇa dṛiḍhena chhittvā
tataḥ padaṁ tat parimārgitavyaṁ
yasmin gatā na nivartanti bhūyaḥ
tam eva chādyaṁ puruṣhaṁ prapadye
yataḥ pravṛittiḥ prasṛitā purāṇī

⧫ Its form as such is not experienced here, nor its end, nor its beginning, nor its continuity. Having severed this deep-rooted Ashwatha tree with the strong weapon of non-attachment, one should next seek that goal, reaching which they do not return, saying 'I seek refuge in that primordial Purusha from whom this eternal process has sprung.'
___________

🙏 *Please Support the Vedanta Society of New York*
http://www.vedantany.org/donate

🌐 *Please Visit Us*
* Website: https://vedantany.org
* Apple & Spotify Podcasts: https://www.vedantany.org/media-channels
* YouTube (Main Channel): https://www.youtube.com/@VedantaNY
* YouTube (Archives): https://www.youtube.com/@VedantaNYArchives
* Facebook: https://www.facebook.com/VedantaNY
* X / Twitter: https://twitter.com/VedantaNY

📙 *Books by Swami Sarvapriyananda*
* https://www.vedantany.org/swamis-books

*Lecture Series by Swami Sarvapriyananda*
📓 Introductory Lectures: https://www.vedantany.org/introductory-lectures 
📚 Vedanta Scriptures: https://www.vedantany.org/by-scriptures
🧩 Lectures by Topics: https://www.vedantany.org/by-topic
💬 AskSwami Q&A: https://www.vedantany.org/ask-swami-qa

🪔 *About Vedanta*
Vedanta is among the world’s oldest spiritual philosophies and one of its most inclusive. Rooted in the Vedas, India’s sacred scriptures, Vedanta upholds the unity of all existence, the divinity of the soul, and harmony among religions.

🏛️ *About This Channel*
This is the official channel of the Vedanta Society of New York, a spiritual institution affiliated with the Ramakrishna Order of India and holds the distinction of being its first established Center, founded by Swami Vivekananda in 1894. Swami Sarvapriyananda currently serves as the Resident Minister and Spiritual Leader of the Vedanta Society of New York.

📜 *Content Use Policy*
https://www.vedantany.org/content-policy",https://i.ytimg.com/vi/OaQjqe210Pk/maxresdefault.jpg,https://www.youtube.com/watch?v=OaQjqe210Pk
lgx6jNFs4pk,"अर्जुन, वृषकेतु का पुर्नजन्म, चांडक का वध। Mahabharat Stories | B. R. Chopra | EP – 139",Pen  Bhakti,16967636,2770,20200901,"अर्जुन, वृषकेतु का पुर्नजन्म, चांडक का वध। Mahabharat Stories | B. R. Chopra | EP – 139

Mahabharat is an Indian television series based on the Hindu epic.

Watch only on PEN Bhakti Channel and Don't forget to share & subscribe.

Produced & Directed By – B.R. Chopra
Music Composer – Raj Kamal
Script – Rahi Masoom Raza
Presented By - PEN Studios

#mahabharat #brchopra #stories #penbhakti

Please do visit, for the latest updates:- 

www.facebook.com/penbhakti
www.instagram.com/penbhakti 👉 Log On To Our Official Website : https://penstudios.in/",https://i.ytimg.com/vi/lgx6jNFs4pk/sddefault.jpg,https://www.youtube.com/watch?v=lgx6jNFs4pk
